200 39800
1 16 52
1 17 76
1 18 88
1 19 10
1 20 8
1 21 1
1 22 17
1 23 98
1 24 81
1 25 44
1 26 78
1 27 45
1 28 15
1 29 67
1 30 94
1 31 55
1 32 86
1 33 79
1 34 1
1 35 49
1 36 43
1 37 40
1 38 60
1 39 67
1 40 80
1 41 58
1 42 96
1 43 33
1 44 49
1 45 48
1 46 42
1 47 53
1 48 76
1 49 81
1 50 14
1 51 83
1 52 33
1 53 30
1 54 81
1 55 13
1 56 26
1 57 10
1 58 57
1 59 40
1 60 29
1 61 3
1 62 46
1 63 14
1 64 33
1 65 47
1 66 14
1 67 75
1 68 38
1 69 73
1 70 93
1 71 69
1 72 82
1 73 88
1 74 1
1 75 83
1 76 87
1 77 94
1 78 87
1 79 14
1 80 27
1 81 100
1 82 97
1 83 59
1 84 30
1 85 29
1 86 24
1 87 7
1 88 90
1 89 32
1 90 46
1 91 18
1 92 34
1 93 92
1 94 83
1 95 66
1 96 90
1 97 48
1 98 92
1 99 27
1 100 73
1 101 84
1 102 95
1 103 54
1 104 23
1 105 47
1 106 88
1 107 62
1 108 92
1 109 74
1 110 75
1 111 18
1 112 74
1 113 23
1 114 29
1 115 3
1 116 3
1 117 52
1 118 9
1 119 93
1 120 83
1 121 6
1 122 62
1 123 17
1 124 49
1 125 97
1 126 34
1 127 38
1 128 44
1 129 78
1 130 16
1 131 16
1 132 13
1 133 10
1 134 70
1 135 88
1 136 8
1 137 9
1 138 49
1 139 100
1 140 83
1 141 75
1 142 69
1 143 56
1 144 50
1 145 97
1 146 10
1 147 52
1 148 48
1 149 70
1 150 96
1 151 83
1 152 75
1 153 10
1 154 51
1 155 24
1 156 6
1 157 36
1 158 13
1 159 49
1 160 13
1 161 29
1 162 65
1 163 26
1 164 90
1 165 86
1 166 65
1 167 98
1 168 46
1 169 13
1 170 49
1 171 28
1 172 39
1 173 17
1 174 83
1 175 88
1 176 66
1 177 44
1 178 92
1 179 65
1 180 13
1 181 87
1 182 47
1 183 88
1 184 96
1 185 49
1 186 63
1 187 53
1 188 85
1 189 27
1 190 2
1 191 49
1 192 55
1 193 18
1 194 26
1 195 45
1 196 55
1 197 90
1 198 94
1 199 100
2 0 54
2 1 94
2 3 80
2 4 93
2 5 62
2 6 62
2 7 80
2 8 79
2 9 6
2 10 71
2 11 44
2 12 70
2 13 10
2 14 42
2 15 9
2 16 57
2 17 91
2 18 71
2 19 10
2 20 27
2 21 50
2 22 63
2 23 75
2 24 4
2 25 32
2 26 1
2 27 100
2 28 86
2 29 42
2 30 45
2 31 37
2 32 96
2 33 38
2 34 16
2 35 88
2 36 52
2 37 30
2 38 19
2 39 30
2 40 87
2 41 42
2 42 25
2 43 56
2 44 3
2 45 67
2 46 65
2 47 59
2 48 9
2 49 87
2 50 20
2 51 87
2 52 36
2 53 82
2 54 13
2 55 92
2 56 13
2 57 13
2 58 91
2 59 50
2 60 7
2 61 88
2 62 87
2 63 2
2 64 77
2 65 54
2 66 41
2 67 28
2 68 83
2 69 11
2 70 10
2 71 21
2 72 52
2 73 34
2 74 77
2 75 54
2 76 52
2 77 93
2 78 65
2 79 60
2 80 31
2 81 84
2 82 98
2 83 67
2 84 66
2 85 11
2 86 10
2 87 30
2 88 75
2 89 52
2 90 80
2 91 81
2 92 39
2 93 18
2 94 82
2 95 16
2 96 23
2 97 74
2 98 95
2 99 6
2 100 85
2 101 4
2 102 78
2 103 36
2 104 90
2 105 54
2 106 42
2 107 41
2 108 98
2 109 6
2 110 53
2 111 29
2 112 89
2 113 50
2 114 47
2 115 6
2 116 60
2 117 56
2 118 36
2 119 35
2 120 7
2 121 67
2 122 15
2 123 46
2 124 36
2 125 49
2 126 13
2 127 58
2 128 22
2 129 7
2 130 15
2 131 6
2 132 63
2 133 93
2 134 94
2 135 52
2 136 98
2 137 35
2 138 44
2 139 96
2 140 92
2 141 96
2 142 76
2 143 32
2 144 46
2 145 22
2 146 38
2 147 5
2 148 77
2 149 25
2 150 91
2 151 35
2 152 91
2 153 6
2 154 32
2 155 78
2 156 6
2 157 44
2 158 35
2 159 27
2 160 3
2 161 50
2 162 85
2 163 17
2 164 42
2 165 78
2 166 68
2 167 91
2 168 64
2 169 11
2 170 86
2 171 55
2 172 7
2 173 13
2 174 38
2 175 4
2 176 34
2 177 75
2 178 60
2 179 62
2 180 51
2 181 51
2 182 97
2 183 93
2 184 8
2 185 80
2 186 70
2 187 13
2 188 76
2 189 5
2 190 91
2 191 78
2 192 54
2 193 75
2 194 94
2 195 47
2 196 4
2 197 13
2 198 89
2 199 19
3 0 75
3 1 27
3 2 25
3 4 33
3 5 39
3 6 63
3 7 36
3 8 73
3 9 89
3 10 96
3 11 86
3 12 40
3 13 98
3 14 34
3 15 32
3 16 5
3 17 14
3 18 2
3 19 69
3 20 89
3 21 6
3 22 11
3 23 18
3 24 11
3 25 38
3 26 11
3 27 9
3 28 41
3 29 75
3 30 97
3 31 12
3 32 49
3 33 23
3 34 36
3 35 82
3 36 62
3 37 98
3 38 17
3 39 86
3 40 87
3 41 64
3 42 71
3 43 78
3 44 13
3 45 5
3 46 9
3 47 69
3 48 18
3 49 10
3 50 37
3 51 58
3 52 67
3 53 100
3 54 75
3 55 29
3 56 37
3 57 37
3 58 89
3 59 29
3 60 11
3 61 86
3 62 40
3 63 59
3 64 60
3 65 76
3 66 40
3 67 73
3 68 25
3 69 9
3 70 58
3 71 63
3 72 72
3 73 81
3 74 40
3 75 85
3 76 85
3 77 1
3 78 53
3 79 54
3 80 62
3 81 42
3 82 11
3 83 29
3 84 41
3 85 37
3 86 9
3 87 29
3 88 73
3 89 98
3 90 57
3 91 83
3 92 35
3 93 97
3 94 41
3 95 46
3 96 24
3 97 33
3 98 19
3 99 100
3 100 41
3 101 28
3 102 63
3 103 64
3 104 8
3 105 54
3 106 100
3 107 44
3 108 54
3 109 5
3 110 97
3 111 16
3 112 46
3 113 59
3 114 96
3 115 38
3 116 47
3 117 4
3 118 66
3 119 19
3 120 53
3 121 74
3 122 1
3 123 87
3 124 70
3 125 94
3 126 33
3 127 45
3 128 26
3 129 3
3 130 45
3 131 18
3 132 30
3 133 7
3 134 81
3 135 38
3 136 12
3 137 33
3 138 33
3 139 66
3 140 37
3 141 82
3 142 81
3 143 34
3 144 40
3 145 28
3 146 23
3 147 87
3 148 31
3 149 88
3 150 57
3 151 36
3 152 13
3 153 10
3 154 74
3 155 83
3 156 3
3 157 6
3 158 27
3 159 80
3 160 60
3 161 23
3 162 49
3 163 90
3 164 81
3 165 29
3 166 79
3 167 93
3 168 13
3 169 11
3 170 58
3 171 49
3 172 44
3 173 90
3 174 82
3 175 84
3 176 17
3 177 4
3 178 22
3 179 99
3 180 43
3 181 30
3 182 34
3 183 56
3 184 39
3 185 8
3 186 90
3 187 93
3 188 65
3 189 68
3 190 24
3 191 25
3 192 91
3 193 72
3 194 66
3 195 71
3 196 53
3 197 96
3 198 63
3 199 65
4 0 58
4 1 20
4 2 14
4 3 2
4 5 9
4 6 95
4 7 37
4 8 77
4 9 51
4 10 10
4 11 76
4 12 93
4 13 39
4 14 9
4 15 100
4 16 78
4 17 68
4 18 89
4 19 22
4 20 33
4 21 57
4 22 46
4 23 9
4 24 99
4 25 17
4 26 74
4 27 69
4 28 69
4 29 21
4 30 32
4 31 34
4 32 78
4 33 3
4 34 99
4 35 79
4 36 64
4 37 45
4 38 15
4 39 40
4 40 95
4 41 24
4 42 15
4 43 40
4 44 15
4 45 76
4 46 91
4 47 44
4 48 43
4 49 80
4 50 65
4 51 27
4 52 88
4 53 10
4 54 35
4 55 86
4 56 27
4 57 60
4 58 54
4 59 47
4 60 80
4 61 37
4 62 32
4 63 10
4 64 92
4 65 30
4 66 88
4 67 55
4 68 75
4 69 55
4 70 46
4 71 21
4 72 30
4 73 13
4 74 12
4 75 44
4 76 88
4 77 3
4 78 87
4 79 82
4 80 82
4 81 52
4 82 9
4 83 21
4 84 13
4 85 95
4 86 6
4 87 39
4 88 7
4 89 11
4 90 38
4 91 38
4 92 48
4 93 69
4 94 47
4 95 39
4 96 99
4 97 87
4 98 45
4 99 25
4 100 93
4 101 90
4 102 45
4 103 22
4 104 2
4 105 9
4 106 18
4 107 89
4 108 11
4 109 56
4 110 23
4 111 92
4 112 59
4 113 83
4 114 64
4 115 72
4 116 77
4 117 69
4 118 62
4 119 35
4 120 79
4 121 99
4 122 73
4 123 78
4 124 68
4 125 71
4 126 16
4 127 18
4 128 9
4 129 60
4 130 42
4 131 1
4 132 2
4 133 38
4 134 75
4 135 3
4 136 46
4 137 44
4 138 44
4 139 56
4 140 99
4 141 66
4 142 99
4 143 10
4 144 48
4 145 62
4 146 33
4 147 76
4 148 30
4 149 46
4 150 11
4 151 61
4 152 45
4 153 35
4 154 38
4 155 64
4 156 57
4 157 6
4 158 81
4 159 66
4 160 65
4 161 74
4 162 66
4 163 66
4 164 11
4 165 92
4 166 21
4 167 57
4 168 35
4 169 64
4 170 64
4 171 86
4 172 81
4 173 63
4 174 47
4 175 80
4 176 76
4 177 79
4 178 55
4 179 6
4 180 24
4 181 17
4 182 18
4 183 20
4 184 51
4 185 55
4 186 83
4 187 60
4 188 60
4 189 15
4 190 25
4 191 77
4 192 88
4 193 42
4 194 94
4 195 99
4 196 34
4 197 66
4 198 7
4 199 20
5 0 29
5 1 70
5 2 57
5 3 61
5 4 32
5 6 3
5 7 40
5 8 8
5 9 33
5 10 95
5 11 65
5 12 9
5 13 63
5 14 34
5 15 80
5 16 66
5 17 40
5 18 15
5 19 25
5 20 100
5 21 29
5 22 49
5 23 28
5 24 69
5 25 90
5 26 73
5 27 19
5 28 75
5 29 39
5 30 25
5 31 47
5 32 19
5 33 94
5 34 3
5 35 80
5 36 78
5 37 58
5 38 19
5 39 37
5 40 42
5 41 65
5 42 53
5 43 2
5 44 28
5 45 38
5 46 82
5 47 45
5 48 77
5 49 96
5 50 69
5 51 76
5 52 76
5 53 17
5 54 55
5 55 44
5 56 58
5 57 28
5 58 14
5 59 85
5 60 18
5 61 38
5 62 31
5 63 36
5 64 84
5 65 85
5 66 67
5 67 13
5 68 42
5 69 38
5 70 1
5 71 36
5 72 2
5 73 5
5 74 37
5 75 81
5 76 42
5 77 18
5 78 25
5 79 18
5 80 65
5 81 45
5 82 94
5 83 93
5 84 61
5 85 100
5 86 88
5 87 71
5 88 79
5 89 2
5 90 55
5 91 96
5 92 39
5 93 37
5 94 84
5 95 74
5 96 21
5 97 50
5 98 38
5 99 15
5 100 87
5 101 38
5 102 50
5 103 41
5 104 42
5 105 86
5 106 21
5 107 83
5 108 56
5 109 98
5 110 1
5 111 72
5 112 42
5 113 46
5 114 64
5 115 55
5 116 45
5 117 52
5 118 77
5 119 76
5 120 53
5 121 31
5 122 71
5 123 43
5 124 19
5 125 54
5 126 69
5 127 39
5 128 56
5 129 6
5 130 5
5 131 42
5 132 96
5 133 54
5 134 82
5 135 37
5 136 92
5 137 55
5 138 72
5 139 99
5 140 52
5 141 72
5 142 70
5 143 45
5 144 69
5 145 34
5 146 51
5 147 65
5 148 37
5 149 27
5 150 40
5 151 41
5 152 9
5 153 63
5 154 83
5 155 27
5 156 16
5 157 3
5 158 18
5 159 71
5 160 61
5 161 22
5 162 65
5 163 56
5 164 28
5 165 46
5 166 92
5 167 19
5 168 100
5 169 63
5 170 17
5 171 3
5 172 86
5 173 38
5 174 100
5 175 54
5 176 71
5 177 2
5 178 19
5 179 59
5 180 29
5 181 58
5 182 99
5 183 89
5 184 20
5 185 34
5 186 68
5 187 88
5 188 36
5 189 37
5 190 10
5 191 96
5 192 58
5 193 74
5 194 51
5 195 37
5 196 72
5 197 95
5 198 55
5 199 23
6 0 57
6 1 23
6 2 78
6 3 95
6 4 61
6 5 77
6 7 48
6 8 83
6 9 30
6 10 66
6 11 42
6 12 58
6 13 76
6 14 92
6 15 99
6 16 47
6 17 25
6 18 66
6 19 86
6 20 61
6 21 2
6 22 96
6 23 8
6 24 11
6 25 21
6 26 11
6 27 48
6 28 92
6 29 5
6 30 54
6 31 15
6 32 13
6 33 29
6 34 92
6 35 7
6 36 41
6 37 20
6 38 7
6 39 75
6 40 49
6 41 24
6 42 16
6 43 59
6 44 99
6 45 60
6 46 9
6 47 98
6 48 84
6 49 74
6 50 83
6 51 96
6 52 27
6 53 30
6 54 4
6 55 89
6 56 51
6 57 66
6 58 88
6 59 42
6 60 22
6 61 94
6 62 8
6 63 34
6 64 22
6 65 51
6 66 93
6 67 14
6 68 22
6 69 51
6 70 88
6 71 71
6 72 74
6 73 56
6 74 81
6 75 25
6 76 15
6 77 89
6 78 22
6 79 98
6 80 14
6 81 56
6 82 94
6 83 92
6 84 86
6 85 49
6 86 80
6 87 88
6 88 14
6 89 68
6 90 81
6 91 87
6 92 13
6 93 89
6 94 20
6 95 34
6 96 91
6 97 64
6 98 99
6 99 13
6 100 14
6 101 86
6 102 35
6 103 88
6 104 41
6 105 15
6 106 64
6 107 7
6 108 55
6 109 37
6 110 57
6 111 68
6 112 92
6 113 50
6 114 59
6 115 29
6 116 50
6 117 90
6 118 68
6 119 15
6 120 9
6 121 49
6 122 1
6 123 21
6 124 89
6 125 72
6 126 6
6 127 79
6 128 88
6 129 4
6 130 43
6 131 1
6 132 90
6 133 77
6 134 40
6 135 82
6 136 43
6 137 3
6 138 41
6 139 97
6 140 91
6 141 97
6 142 64
6 143 83
6 144 98
6 145 74
6 146 63
6 147 47
6 148 64
6 149 31
6 150 13
6 151 24
6 152 31
6 153 13
6 154 45
6 155 19
6 156 84
6 157 50
6 158 49
6 159 71
6 160 54
6 161 92
6 162 24
6 163 95
6 164 20
6 165 15
6 166 28
6 167 63
6 168 70
6 169 68
6 170 59
6 171 60
6 172 64
6 173 75
6 174 94
6 175 61
6 176 100
6 177 57
6 178 59
6 179 15
6 180 39
6 181 71
6 182 39
6 183 69
6 184 83
6 185 83
6 186 39
6 187 19
6 188 84
6 189 39
6 190 41
6 191 89
6 192 82
6 193 16
6 194 83
6 195 2
6 196 31
6 197 63
6 198 16
6 199 100
7 0 82
7 1 26
7 2 11
7 3 46
7 4 100
7 5 5
7 6 58
7 8 52
7 9 13
7 10 17
7 11 66
7 12 51
7 13 39
7 14 4
7 15 71
7 16 74
7 17 38
7 18 61
7 19 92
7 20 22
7 21 99
7 22 84
7 23 10
7 24 81
7 25 52
7 26 45
7 27 34
7 28 82
7 29 7
7 30 49
7 31 33
7 32 88
7 33 74
7 34 95
7 35 85
7 36 26
7 37 99
7 38 95
7 39 29
7 40 63
7 41 63
7 42 94
7 43 65
7 44 1
7 45 50
7 46 35
7 47 74
7 48 87
7 49 47
7 50 17
7 51 8
7 52 46
7 53 53
7 54 70
7 55 78
7 56 4
7 57 14
7 58 11
7 59 37
7 60 72
7 61 59
7 62 21
7 63 11
7 64 84
7 65 15
7 66 48
7 67 61
7 68 66
7 69 42
7 70 89
7 71 28
7 72 4
7 73 35
7 74 45
7 75 4
7 76 84
7 77 79
7 78 78
7 79 70
7 80 78
7 81 46
7 82 30
7 83 23
7 84 98
7 85 99
7 86 100
7 87 1
7 88 64
7 89 10
7 90 89
7 91 87
7 92 20
7 93 9
7 94 97
7 95 55
7 96 76
7 97 44
7 98 68
7 99 93
7 100 37
7 101 56
7 102 20
7 103 40
7 104 42
7 105 16
7 106 44
7 107 25
7 108 47
7 109 73
7 110 47
7 111 24
7 112 70
7 113 76
7 114 46
7 115 68
7 116 26
7 117 97
7 118 20
7 119 41
7 120 6
7 121 61
7 122 27
7 123 77
7 124 69
7 125 75
7 126 83
7 127 96
7 128 71
7 129 50
7 130 88
7 131 7
7 132 58
7 133 60
7 134 99
7 135 99
7 136 75
7 137 94
7 138 76
7 139 21
7 140 18
7 141 22
7 142 44
7 143 87
7 144 49
7 145 41
7 146 6
7 147 26
7 148 37
7 149 26
7 150 66
7 151 94
7 152 86
7 153 44
7 154 22
7 155 6
7 156 70
7 157 5
7 158 54
7 159 92
7 160 54
7 161 41
7 162 51
7 163 63
7 164 100
7 165 49
7 166 62
7 167 27
7 168 94
7 169 37
7 170 47
7 171 11
7 172 10
7 173 43
7 174 97
7 175 58
7 176 35
7 177 3
7 178 35
7 179 72
7 180 80
7 181 52
7 182 65
7 183 17
7 184 47
7 185 39
7 186 22
7 187 16
7 188 43
7 189 75
7 190 60
7 191 48
7 192 68
7 193 10
7 194 11
7 195 19
7 196 10
7 197 24
7 198 45
7 199 3
8 0 12
8 1 44
8 2 13
8 3 21
8 4 86
8 5 61
8 6 30
8 7 20
8 9 63
8 10 64
8 11 43
8 12 42
8 13 15
8 14 60
8 15 10
8 16 61
8 17 98
8 18 32
8 19 28
8 20 40
8 21 58
8 22 87
8 23 87
8 24 77
8 25 48
8 26 49
8 27 96
8 28 9
8 29 72
8 30 40
8 31 11
8 32 83
8 33 83
8 34 75
8 35 55
8 36 20
8 37 36
8 38 36
8 39 92
8 40 50
8 41 99
8 42 34
8 43 92
8 44 65
8 45 45
8 46 53
8 47 77
8 48 42
8 49 84
8 50 57
8 51 33
8 52 94
8 53 95
8 54 72
8 55 70
8 56 43
8 57 20
8 58 65
8 59 3
8 60 44
8 61 57
8 62 14
8 63 78
8 64 39
8 65 88
8 66 33
8 67 11
8 68 75
8 69 68
8 70 2
8 71 25
8 72 19
8 73 87
8 74 68
8 75 35
8 76 32
8 77 20
8 78 64
8 79 25
8 80 56
8 81 20
8 82 58
8 83 49
8 84 66
8 85 29
8 86 70
8 87 60
8 88 48
8 89 87
8 90 63
8 91 43
8 92 43
8 93 76
8 94 21
8 95 33
8 96 15
8 97 5
8 98 95
8 99 90
8 100 72
8 101 48
8 102 66
8 103 42
8 104 35
8 105 33
8 106 29
8 107 18
8 108 52
8 109 92
8 110 94
8 111 59
8 112 63
8 113 51
8 114 7
8 115 80
8 116 79
8 117 29
8 118 40
8 119 79
8 120 67
8 121 2
8 122 21
8 123 61
8 124 29
8 125 93
8 126 45
8 127 43
8 128 97
8 129 40
8 130 84
8 131 21
8 132 87
8 133 49
8 134 62
8 135 73
8 136 33
8 137 42
8 138 42
8 139 85
8 140 85
8 141 36
8 142 43
8 143 47
8 144 38
8 145 2
8 146 27
8 147 69
8 148 82
8 149 18
8 150 47
8 151 100
8 152 19
8 153 19
8 154 60
8 155 47
8 156 12
8 157 4
8 158 41
8 159 8
8 160 95
8 161 77
8 162 80
8 163 34
8 164 25
8 165 42
8 166 58
8 167 10
8 168 35
8 169 52
8 170 46
8 171 20
8 172 87
8 173 40
8 174 18
8 175 76
8 176 93
8 177 44
8 178 44
8 179 74
8 180 13
8 181 42
8 182 25
8 183 31
8 184 61
8 185 84
8 186 29
8 187 24
8 188 40
8 189 70
8 190 83
8 191 86
8 192 46
8 193 63
8 194 19
8 195 22
8 196 56
8 197 29
8 198 31
8 199 90
9 0 80
9 1 76
9 2 9
9 3 18
9 4 16
9 5 27
9 6 93
9 7 8
9 8 22
9 10 37
9 11 34
9 12 35
9 13 78
9 14 58
9 15 17
9 16 90
9 17 94
9 18 46
9 19 65
9 20 33
9 21 15
9 22 48
9 23 70
9 24 12
9 25 62
9 26 89
9 27 33
9 28 17
9 29 17
9 30 16
9 31 58
9 32 48
9 33 91
9 34 67
9 35 65
9 36 58
9 37 45
9 38 57
9 39 18
9 40 18
9 41 45
9 42 51
9 43 52
9 44 75
9 45 60
9 46 21
9 47 64
9 48 53
9 49 66
9 50 81
9 51 37
9 52 32
9 53 28
9 54 7
9 55 95
9 56 41
9 57 47
9 58 27
9 59 57
9 60 15
9 61 94
9 62 14
9 63 62
9 64 37
9 65 32
9 66 26
9 67 94
9 68 28
9 69 34
9 70 11
9 71 46
9 72 79
9 73 13
9 74 49
9 75 5
9 76 25
9 77 69
9 78 20
9 79 29
9 80 86
9 81 100
9 82 18
9 83 17
9 84 79
9 85 76
9 86 11
9 87 19
9 88 74
9 89 90
9 90 75
9 91 88
9 92 35
9 93 41
9 94 1
9 95 71
9 96 24
9 97 26
9 98 65
9 99 52
9 100 11
9 101 27
9 102 49
9 103 41
9 104 92
9 105 97
9 106 45
9 107 68
9 108 66
9 109 65
9 110 96
9 111 3
9 112 64
9 113 13
9 114 20
9 115 43
9 116 40
9 117 82
9 118 13
9 119 13
9 120 23
9 121 40
9 122 100
9 123 58
9 124 80
9 125 100
9 126 28
9 127 55
9 128 77
9 129 44
9 130 58
9 131 88
9 132 23
9 133 6
9 134 80
9 135 14
9 136 3
9 137 25
9 138 81
9 139 20
9 140 41
9 141 28
9 142 22
9 143 56
9 144 93
9 145 93
9 146 50
9 147 32
9 148 27
9 149 63
9 150 45
9 151 1
9 152 2
9 153 96
9 154 58
9 155 33
9 156 96
9 157 38
9 158 87
9 159 24
9 160 33
9 161 97
9 162 63
9 163 55
9 164 2
9 165 43
9 166 20
9 167 56
9 168 67
9 169 52
9 170 27
9 171 59
9 172 80
9 173 49
9 174 14
9 175 72
9 176 93
9 177 64
9 178 55
9 179 71
9 180 78
9 181 99
9 182 72
9 183 79
9 184 47
9 185 29
9 186 63
9 187 94
9 188 18
9 189 1
9 190 17
9 191 51
9 192 97
9 193 80
9 194 5
9 195 51
9 196 74
9 197 25
9 198 6
9 199 92
10 0 76
10 1 33
10 2 50
10 3 7
10 4 33
10 5 15
10 6 30
10 7 77
10 8 30
10 9 85
10 11 48
10 12 7
10 13 35
10 14 19
10 15 37
10 16 81
10 17 99
10 18 99
10 19 74
10 20 69
10 21 100
10 22 43
10 23 19
10 24 48
10 25 22
10 26 75
10 27 98
10 28 47
10 29 51
10 30 4
10 31 38
10 32 79
10 33 88
10 34 87
10 35 85
10 36 72
10 37 1
10 38 67
10 39 48
10 40 31
10 41 51
10 42 47
10 43 89
10 44 37
10 45 65
10 46 26
10 47 18
10 48 16
10 49 76
10 50 43
10 51 84
10 52 75
10 53 85
10 54 54
10 55 75
10 56 58
10 57 28
10 58 72
10 59 56
10 60 31
10 61 27
10 62 93
10 63 9
10 64 66
10 65 79
10 66 45
10 67 37
10 68 32
10 69 11
10 70 37
10 71 14
10 72 13
10 73 83
10 74 2
10 75 50
10 76 100
10 77 79
10 78 19
10 79 15
10 80 55
10 81 13
10 82 50
10 83 29
10 84 50
10 85 55
10 86 55
10 87 7
10 88 34
10 89 27
10 90 63
10 91 64
10 92 53
10 93 7
10 94 72
10 95 71
10 96 38
10 97 17
10 98 7
10 99 69
10 100 27
10 101 43
10 102 34
10 103 92
10 104 26
10 105 35
10 106 41
10 107 25
10 108 14
10 109 59
10 110 91
10 111 20
10 112 71
10 113 92
10 114 48
10 115 20
10 116 46
10 117 55
10 118 79
10 119 79
10 120 81
10 121 93
10 122 95
10 123 85
10 124 99
10 125 66
10 126 55
10 127 36
10 128 34
10 129 14
10 130 56
10 131 13
10 132 56
10 133 89
10 134 4
10 135 33
10 136 76
10 137 44
10 138 9
10 139 41
10 140 54
10 141 99
10 142 60
10 143 76
10 144 42
10 145 59
10 146 48
10 147 87
10 148 13
10 149 26
10 150 18
10 151 45
10 152 70
10 153 12
10 154 82
10 155 20
10 156 29
10 157 36
10 158 8
10 159 63
10 160 49
10 161 15
10 162 75
10 163 57
10 164 56
10 165 78
10 166 89
10 167 83
10 168 73
10 169 98
10 170 75
10 171 26
10 172 48
10 173 34
10 174 53
10 175 90
10 176 44
10 177 100
10 178 28
10 179 9
10 180 77
10 181 45
10 182 5
10 183 46
10 184 56
10 185 86
10 186 18
10 187 37
10 188 74
10 189 25
10 190 99
10 191 22
10 192 91
10 193 73
10 194 30
10 195 46
10 196 2
10 197 19
10 198 28
10 199 26
11 0 68
11 1 2
11 2 51
11 3 15
11 4 87
11 5 55
11 6 56
11 7 83
11 8 55
11 9 84
11 10 43
11 12 31
11 13 28
11 14 47
11 15 29
11 16 36
11 17 33
11 18 46
11 19 72
11 20 58
11 21 22
11 22 70
11 23 31
11 24 12
11 25 94
11 26 61
11 27 58
11 28 47
11 29 31
11 30 37
11 31 72
11 32 98
11 33 39
11 34 74
11 35 64
11 36 77
11 37 28
11 38 20
11 39 59
11 40 82
11 41 3
11 42 1
11 43 65
11 44 82
11 45 100
11 46 93
11 47 69
11 48 32
11 49 38
11 50 40
11 51 41
11 52 11
11 53 61
11 54 71
11 55 22
11 56 6
11 57 31
11 58 31
11 59 4
11 60 61
11 61 68
11 62 75
11 63 10
11 64 6
11 65 100
11 66 26
11 67 82
11 68 28
11 69 97
11 70 93
11 71 61
11 72 51
11 73 93
11 74 77
11 75 32
11 76 92
11 77 69
11 78 1
11 79 75
11 80 58
11 81 92
11 82 15
11 83 68
11 84 5
11 85 86
11 86 90
11 87 10
11 88 68
11 89 72
11 90 14
11 91 81
11 92 39
11 93 40
11 94 90
11 95 96
11 96 40
11 97 15
11 98 30
11 99 19
11 100 63
11 101 22
11 102 31
11 103 13
11 104 66
11 105 8
11 106 45
11 107 58
11 108 76
11 109 97
11 110 84
11 111 86
11 112 40
11 113 51
11 114 53
11 115 44
11 116 88
11 117 94
11 118 6
11 119 55
11 120 18
11 121 19
11 122 35
11 123 56
11 124 10
11 125 77
11 126 52
11 127 1
11 128 43
11 129 81
11 130 19
11 131 6
11 132 54
11 133 2
11 134 18
11 135 19
11 136 9
11 137 14
11 138 28
11 139 36
11 140 10
11 141 12
11 142 73
